tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Information Science,1350,Duke University,Jwalin,,Patel,2466965,0,zero,TEACHER,PROFESSOR,N/A
Economics,1350,Duke University,Andrew,,Patton,1703111,1,good,TEACHER,PROFESSOR,5.0
Philosophy,1350,Duke University,Carlotta,,Pavese,1968799,4,good,TEACHER,PROFESSOR,4.8
History,1350,Duke University,Charles,,Payne,241000,3,good,TEACHER,PROFESSOR,4.8
Public Policy,1350,Duke University,Bruce,,Payne,615139,3,average,TEACHER,PROFESSOR,3.3
Public Policy,1350,Duke University,Jay,,Pearson,2221863,3,good,TEACHER,PROFESSOR,5.0
Computer Science,1350,Duke University,Tabitha,,Peck,1848260,20,average,TEACHER,PROFESSOR,3.0
Public Policy,1350,Duke University,Gunther,,Peck,399397,25,good,TEACHER,PROFESSOR,3.8
Biology,1350,Duke University,Zhen-Ming,,Pei,824868,6,good,TEACHER,PROFESSOR,3.6
Engineering,1350,Duke University,Jeff,,Peirce,2024012,1,poor,TEACHER,PROFESSOR,1.0
Business,1350,Duke University,Sasa,,Pekec,2539443,1,poor,TEACHER,PROFESSOR,1.0
Music,1350,Duke University,Nina,,Penner,2254846,2,good,TEACHER,PROFESSOR,5.0
Nursing,1350,Duke University,Kathy,,Pereira,1119671,2,good,TEACHER,PROFESSOR,3.5
Mathematics,1350,Duke University,Luis,,Pereira,2527422,3,poor,TEACHER,PROFESSOR,2.3
Engineering,1350,Duke University,John,,Peretti,1819109,1,good,TEACHER,PROFESSOR,4.5
Economics,1350,Duke University,Pietro,,Peretto,1459345,1,good,TEACHER,PROFESSOR,4.0
Languages,1350,Duke University,Susanna,,Perez-Paimes,1079178,4,average,TEACHER,PROFESSOR,3.0
Theology,1350,Duke University,Melvin,,Peters,132427,8,average,TEACHER,PROFESSOR,3.2
Engineering,1350,Duke University,Henry,,Petroski,610716,9,good,TEACHER,PROFESSOR,3.8
Mathematics,1350,Duke University,Arlie,,Petters,575837,10,average,TEACHER,PROFESSOR,3.2
Public Policy,1350,Duke University,Alex,,Pfaff,1756562,3,good,TEACHER,PROFESSOR,4.2
English,1350,Duke University,Thomas,,Pfau,451261,28,good,TEACHER,PROFESSOR,4.3
Public Policy,1350,Duke University,Dirk,,Philipsen,1919011,35,good,TEACHER,PROFESSOR,4.4
Nursing,1350,Duke University,Beth,,Phillips,910143,3,good,TEACHER,PROFESSOR,3.8
International Studies,1350,Duke University,Sarah,Dunn,Phillips,2475216,0,zero,TEACHER,PROFESSOR,N/A
Languages,1350,Duke University,Henry,,Pickford,2122302,7,good,TEACHER,PROFESSOR,4.2
Political Science,1350,Duke University,Noah,,Pickus,552081,7,good,TEACHER,PROFESSOR,4.6
Mathematics,1350,Duke University,Lillian,,Pierce,1952275,12,average,TEACHER,PROFESSOR,3.3
Languages,1350,Duke University,Jacques,,Pierre,1602388,10,good,TEACHER,PROFESSOR,4.6
Writing,1350,Duke University,Peter,,Pihos,1920685,18,good,TEACHER,PROFESSOR,4.5
Marine Sciences,1350,Duke University,Orrin ,H,Pilkey ,2016969,0,zero,TEACHER,PROFESSOR,N/A
Ecology & Evolutionary Biology,1350,Duke University,Stuart,,Pimm,1150532,3,good,TEACHER,PROFESSOR,4.3
Writing,1350,Duke University,Edward,,Pinuelas,1840405,7,good,TEACHER,PROFESSOR,4.4
Anthropology,1350,Duke University,Charles,,Piot,435181,17,good,TEACHER,PROFESSOR,3.9
Biology,1350,Duke University,Jeff,,Pippen,1241796,3,good,TEACHER,PROFESSOR,5.0
Chemistry,1350,Duke University,Michael,,Pirrung,828574,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1350,Duke University,Desiree,,Plata,1820650,4,good,TEACHER,PROFESSOR,5.0
Law,1350,Duke University,Stefanie,,Plaumann,2060326,0,zero,TEACHER,PROFESSOR,N/A
Languages,1350,Duke University,Shelli,,Plesser,264420,23,good,TEACHER,PROFESSOR,3.7
Physics,1350,Duke University,Ronen,,Plesser,235906,18,good,TEACHER,PROFESSOR,4.4
Film,1350,Duke University,Mendal,Diana,Polish,2399241,2,good,TEACHER,PROFESSOR,5.0
Mathematics,1350,Duke University,Aaron,Joseph,Pollac,2529156,0,zero,TEACHER,PROFESSOR,N/A
Economics,1350,Duke University,Thomas,,Polley,2356175,0,zero,TEACHER,PROFESSOR,N/A
Anthropology,1350,Duke University,Herman,,Pontzer,2521584,8,good,TEACHER,PROFESSOR,4.4
English,1350,Duke University,Deborah,,Pope,308805,4,good,TEACHER,PROFESSOR,3.8
English,1350,Duke University,Joseph A,,Porter,587108,22,average,TEACHER,PROFESSOR,3.0
Religion,1350,Duke University,Anathea,,Portier-Young,902323,9,good,TEACHER,PROFESSOR,4.1
Not Specified,1350,Duke University,Susie,,Post-Rust,1778397,6,good,TEACHER,PROFESSOR,4.1
Art History,1350,Duke University,Richard,,Powell,783363,11,average,TEACHER,PROFESSOR,3.3
Law,1350,Duke University,Sarah,,Powell,1992161,0,zero,TEACHER,PROFESSOR,N/A
Literature,1350,Duke University,Lucas,,Power,2421479,1,good,TEACHER,PROFESSOR,5.0
Sociology,1350,Duke University,Jillian Leah,,Powers,1495362,1,good,TEACHER,PROFESSOR,4.5
Languages,1350,Duke University,Ana,,Prada,604040,0,zero,TEACHER,PROFESSOR,N/A
Theology,1350,Duke University,Leela,,Prasad,237148,18,good,TEACHER,PROFESSOR,4.0
Environmental Science,1350,Duke University,Lincoln,,Pratson,840590,22,good,TEACHER,PROFESSOR,4.2
English,1350,Duke University,Reynolds,,Price,162734,5,average,TEACHER,PROFESSOR,3.0
Languages,1350,Duke University,Gareth,,Price,1486535,18,good,TEACHER,PROFESSOR,4.4
Documentary Studies,1350,Duke University,Karen,,Price,1995434,6,good,TEACHER,PROFESSOR,4.3
Literature,1350,Duke University,Ross,,Prinzo,814068,4,good,TEACHER,PROFESSOR,3.8
Global Health,1350,Duke University,Niel,,Prose,2333468,3,good,TEACHER,PROFESSOR,5.0
Engineering,1350,Duke University,Jonathan,,Protz,1520891,2,good,TEACHER,PROFESSOR,3.8
Languages,1350,Duke University,Karine,,Provot,1280687,18,good,TEACHER,PROFESSOR,4.1
Biology,1350,Duke University,Kathleen,,Pryer,289572,10,average,TEACHER,PROFESSOR,3.3
Classics,1350,Duke University,Molly,,Pryzwansky,894821,5,good,TEACHER,PROFESSOR,4.5
English,1350,Duke University,Kathy,,Psomiades,611303,10,good,TEACHER,PROFESSOR,4.7
Global Health,1350,Duke University,Eve,,Puffer,2097389,3,good,TEACHER,PROFESSOR,4.5
Writing,1350,Duke University,Amanda,,Pullum,2002918,12,good,TEACHER,PROFESSOR,4.2
Law,1350,Duke University,Jedediah,,Purdy,1894858,3,good,TEACHER,PROFESSOR,4.8
Psychology,1350,Duke University,Dale,,Purves,1125071,7,average,TEACHER,PROFESSOR,3.2
Ecology & Evolutionary Biology,1350,Duke University,Anne,E,Pusey,1811357,1,good,TEACHER,PROFESSOR,4.0
Computer Science,1350,Duke University,Dennis,,Quan,2482614,1,good,TEACHER,PROFESSOR,5.0
English,1350,Duke University,Maureen,,Quilligan,485396,12,good,TEACHER,PROFESSOR,4.3
Anthropology,1350,Duke University,Naomi,,Quinn,1419856,1,average,TEACHER,PROFESSOR,2.5
Writing,1350,Duke University,Marion,,Quirici,2198846,6,good,TEACHER,PROFESSOR,3.8
Psychology,1350,Duke University,David,,Rabiner,549259,9,good,TEACHER,PROFESSOR,3.7
Middle Eastern Studies,1350,Duke University,Tamar,,Rachkovsky,2557593,0,zero,TEACHER,PROFESSOR,N/A
Computer Engineering,1350,Duke University,Maxim,,Raginsky,1193971,0,zero,TEACHER,PROFESSOR,N/A
Neuroscience,1350,Duke University,Courtnea,,Rainey,2193727,1,poor,TEACHER,PROFESSOR,2.0
Business,1350,Duke University,Veena,,Raman,2354139,0,zero,TEACHER,PROFESSOR,N/A
History,1350,Duke University,Sumathi,,Ramaswamy,1177936,7,average,TEACHER,PROFESSOR,3.0
English,1350,Duke University,Chris,,Ramos,1962609,1,good,TEACHER,PROFESSOR,5.0
Economics,1350,Duke University,Emma,,Rasiel,597631,50,good,TEACHER,PROFESSOR,4.1
Writing,1350,Duke University,Michelle,,Rasmussen,1189140,1,good,TEACHER,PROFESSOR,5.0
Biology,1350,Duke University,Mark,,Rausher,752799,30,poor,TEACHER,PROFESSOR,2.2
Writing,1350,Duke University,Claire,,Ravenscroft,2255894,3,good,TEACHER,PROFESSOR,5.0
Science,1350,Duke University,Andrew,,Read,1149239,1,good,TEACHER,PROFESSOR,4.0
Sociology,1350,Duke University,Jen'Nan,,Read,1452442,6,good,TEACHER,PROFESSOR,4.0
Writing,1350,Duke University,Pamela,,Reaves,1240811,4,good,TEACHER,PROFESSOR,4.1
Writing,1350,Duke University,Michael,,Rectenwald,1120959,3,good,TEACHER,PROFESSOR,4.8
History,1350,Duke University,William,,Reddy,255430,4,good,TEACHER,PROFESSOR,3.8
Music,1350,Duke University,Randy,,Reed,1946634,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1350,Duke University,Mike,,Reed,519377,11,good,TEACHER,PROFESSOR,4.3
Engineering,1350,Duke University,Galen,,Reeves,2367519,5,average,TEACHER,PROFESSOR,2.8
Sociology,1350,Duke University,Martha,,Reeves,666292,44,good,TEACHER,PROFESSOR,3.5
Writing,1350,Duke University,Marcia,,Rego,636981,21,good,TEACHER,PROFESSOR,4.0
History,1350,Duke University,Marc,,Reibold,1446004,5,good,TEACHER,PROFESSOR,4.7
Engineering,1350,Duke University,William,,Reichert,505408,13,poor,TEACHER,PROFESSOR,1.8
Biology,1350,Duke University,Chantal,,Reid,393837,23,average,TEACHER,PROFESSOR,2.5
Computer Science,1350,Duke University,John,,Reif,323870,4,average,TEACHER,PROFESSOR,2.8
Writing,1350,Duke University,Lee Anne,,Reilly,1578471,8,good,TEACHER,PROFESSOR,4.2
Languages,1350,Duke University,Lucia,,Reinaga,1005962,6,average,TEACHER,PROFESSOR,2.5
Languages,1350,Duke University,Deb,,Reisinger,440000,29,good,TEACHER,PROFESSOR,4.8
Statistics,1350,Duke University,Jerry,,Reiter,266358,29,good,TEACHER,PROFESSOR,4.0
Nursing,1350,Duke University,Michael,,Relf,1261186,3,average,TEACHER,PROFESSOR,2.7
Political Science,1350,Duke University,Karen,,Remmer,593621,13,good,TEACHER,PROFESSOR,4.3
Languages,1350,Duke University,Martin,,Repinecz,1429523,1,good,TEACHER,PROFESSOR,4.5
Writing,1350,Duke University,William,,Revere,1559764,3,good,TEACHER,PROFESSOR,5.0
Languages,1350,Duke University,Marc,,Reynes,994456,8,good,TEACHER,PROFESSOR,4.6
Writing,1350,Duke University,Julie,,Reynolds,277293,16,good,TEACHER,PROFESSOR,4.1
Biology,1350,Duke University,James F.,,Reynolds,500954,14,average,TEACHER,PROFESSOR,2.8
Medicine,1350,Duke University,Amir,,Rezvani,1660068,3,good,TEACHER,PROFESSOR,4.2
Social Science,1350,Duke University,Ricky,,Rhambharat,939519,5,good,TEACHER,PROFESSOR,4.0
Biology,1350,Duke University,Jill,,Rhodes,830866,6,good,TEACHER,PROFESSOR,4.7
Psychology,1350,Duke University,Laura,S.,Richman,772386,10,good,TEACHER,PROFESSOR,4.3
Education,1350,Duke University,Jan,,Riggsbee,1006113,4,good,TEACHER,PROFESSOR,4.4
Spanish,1350,Duke University,Isabel,,Rios-Torres,1593433,3,poor,TEACHER,PROFESSOR,1.8
Political Science,1350,Duke University,Imke,,Risopp-Nickelson,937668,2,good,TEACHER,PROFESSOR,4.2
Mathematics,1350,Duke University,Sarah,Elizabeth,Ritchey,2182298,6,poor,TEACHER,PROFESSOR,2.0
Philosophy,1350,Duke University,Kate,,Ritchie,1860672,1,good,TEACHER,PROFESSOR,4.5
Philosophy,1350,Duke University,Katherine,,Ritchie,1860708,2,good,TEACHER,PROFESSOR,5.0
Science,1350,Duke University,Daniel,,Rittschof,1149237,6,good,TEACHER,PROFESSOR,4.4
Spanish,1350,Duke University,Jeannette,A,Rivera,1889982,1,good,TEACHER,PROFESSOR,3.5
International Studies,1350,Duke University,Tony,,Rivera,2251090,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1350,Duke University,Michael,,Rizk,2577286,1,good,TEACHER,PROFESSOR,5.0
Neuroscience,1350,Duke University,Craig,,Roberts,1477863,5,average,TEACHER,PROFESSOR,3.0
Economics,1350,Duke University,James,,Roberts,2140028,6,good,TEACHER,PROFESSOR,4.5
Chemistry,1350,Duke University,Bradley,,Robertson,1186357,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1350,Duke University,Clive,,Robins,398851,10,good,TEACHER,PROFESSOR,3.9
Psychology,1350,Duke University,Jorgianne,,Robinson,1760570,26,good,TEACHER,PROFESSOR,4.4
History,1350,Duke University,Thomas,,Robisheaux,180987,36,good,TEACHER,PROFESSOR,4.3
Mathematics,1350,Duke University,Colleen,,Robles,2086364,2,good,TEACHER,PROFESSOR,4.2
Computer Science,1350,Duke University,Susan,,Rodger,295867,90,average,TEACHER,PROFESSOR,2.8
Biology,1350,Duke University,Allen,,Rodrigo,1850960,6,good,TEACHER,PROFESSOR,4.8
Mathematics,1350,Duke University,Inmaculada,Sorribes,Rodriguez,2523003,1,poor,TEACHER,PROFESSOR,1.0
Spanish,1350,Duke University,José María,,Rodríguez-García,1440435,11,good,TEACHER,PROFESSOR,4.2
Mathematics,1350,Duke University,Henri,,Roesch,1805375,9,good,TEACHER,PROFESSOR,3.7
Sociology,1350,Duke University,Kimberly,,Rogers,1289407,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1350,Duke University,Bruce,,Rogers,1432485,1,good,TEACHER,PROFESSOR,5.0
Theater,1350,Duke University,Brad,,Rogers,2098400,6,good,TEACHER,PROFESSOR,3.8
Public Policy,1350,Duke University,Kenneth,,Rogerson,236907,20,good,TEACHER,PROFESSOR,4.8
Political Science,1350,Duke University,David,,Rohde,988112,32,good,TEACHER,PROFESSOR,4.2
Chemistry,1350,Duke University,Jennifer,,Roizen,2002195,9,good,TEACHER,PROFESSOR,3.8
Chinese,1350,Duke University,Carlos,,Rojas,1266950,8,good,TEACHER,PROFESSOR,4.2
Languages,1350,Duke University,Maria,,Romero,1527575,18,good,TEACHER,PROFESSOR,4.0
Spanish,1350,Duke University,Luis,Navarro,Roncero,1961969,14,good,TEACHER,PROFESSOR,4.5
Art History,1350,Duke University,Kimerly,,Rorschach,1397756,1,average,TEACHER,PROFESSOR,3.0
Writing,1350,Duke University,Luis,,Rosa,1692212,11,good,TEACHER,PROFESSOR,3.9
Spanish,1350,Duke University,Richard,,Rosa,1346116,6,average,TEACHER,PROFESSOR,3.4
Public Policy,1350,Duke University,Joel,,Rosch,1660092,6,good,TEACHER,PROFESSOR,4.6
Computer Science,1350,Duke University,Donald,,Rose,528470,5,poor,TEACHER,PROFESSOR,1.0
Writing,1350,Duke University,Janine,,Rose,2128450,11,poor,TEACHER,PROFESSOR,2.3
Philosophy,1350,Duke University,John,,Rose,2365812,10,good,TEACHER,PROFESSOR,4.8
Public Policy,1350,Duke University,Deondra,,Rose,2008422,4,good,TEACHER,PROFESSOR,4.0
Public Policy,1350,Duke University,Laura,,Roselle,1953196,1,average,TEACHER,PROFESSOR,2.5
Women's Studies,1350,Duke University,Gabriel,,Rosenberg,1860431,7,good,TEACHER,PROFESSOR,4.1
Philosophy,1350,Duke University,Alex,,Rosenberg,87196,35,good,TEACHER,PROFESSOR,3.9
International Studies,1350,Duke University,Adam,,Rosenblatt,2482545,2,good,TEACHER,PROFESSOR,5.0
Psychology,1350,Duke University,Zachary,,Rosenthal,1055973,35,good,TEACHER,PROFESSOR,4.5
Political Science,1350,Duke University,Jalil,,Roshandel,610945,8,good,TEACHER,PROFESSOR,3.9
English,1350,Duke University,Cheri,,Ross,777635,14,good,TEACHER,PROFESSOR,4.9
Political Science,1350,Duke University,Genevieve,,Rousseliere,2526113,1,poor,TEACHER,PROFESSOR,1.0
Chemistry,1350,Duke University,Christopher,,Roy,386671,113,good,TEACHER,PROFESSOR,4.1
Mathematics,1350,Duke University,Arya,,Roy,1327595,85,good,TEACHER,PROFESSOR,4.8
Computer Science,1350,Duke University,Sudeepa,,Roy,2246779,5,average,TEACHER,PROFESSOR,2.6
Genetics,1350,Duke University,Charmaine,,Royal,1686172,10,good,TEACHER,PROFESSOR,4.4
Psychology,1350,Duke University,David,,Rubin,549864,23,poor,TEACHER,PROFESSOR,2.4
Economics,1350,Duke University,Ariel,,Rubio,1004442,0,zero,TEACHER,PROFESSOR,N/A
Economics,1350,Duke University,Juan,,Rubio-Ramirez,1572251,3,average,TEACHER,PROFESSOR,2.7
Literature,1350,Duke University,Alex,,Ruch,499280,6,average,TEACHER,PROFESSOR,3.3
English,1350,Duke University,Judith,,Ruderman,1053140,6,good,TEACHER,PROFESSOR,4.7
Computer Science,1350,Duke University,Cynthia,,Rudin,2186716,3,good,TEACHER,PROFESSOR,4.7
Business,1350,Duke University,Lawrence,,Rudner,1431750,10,good,TEACHER,PROFESSOR,4.0
Women's Studies,1350,Duke University,Kathy,,Rudy,81229,23,average,TEACHER,PROFESSOR,3.3
Sociology,1350,Duke University,Martin,,Ruef,1937303,3,average,TEACHER,PROFESSOR,3.1
Spanish,1350,Duke University,Cristina,,Ruiz,1354264,1,good,TEACHER,PROFESSOR,5.0
Statistics,1350,Duke University,Colin,,Rundel,1819331,29,poor,TEACHER,PROFESSOR,2.1
Mathematics,1350,Duke University,Daniel,,Runtherford,1212991,7,good,TEACHER,PROFESSOR,4.1
History,1350,Duke University,Andrew,VH,Ruoss,1800388,3,good,TEACHER,PROFESSOR,5.0
Music,1350,Duke University,Phillip,,Rupprecht,1513769,2,good,TEACHER,PROFESSOR,4.0
Writing,1350,Duke University,Vicki,,Russell,313936,9,good,TEACHER,PROFESSOR,3.6
English,1350,Duke University,James,,Rutherford,2132016,0,zero,TEACHER,PROFESSOR,N/A
Literature,1350,Duke University,Michael,P,Ryan,1816538,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1350,Duke University,Marc,,Ryser,1864816,4,good,TEACHER,PROFESSOR,4.4
Mathematics,1350,Duke University,Hwayeon,,Ryu,1735271,2,poor,TEACHER,PROFESSOR,1.8
Mathematics,1350,Duke University,Matthias,Ernst,Sachs,2472827,4,poor,TEACHER,PROFESSOR,2.3
Economics,1350,Duke University,Philipp,,Sadowski,1256880,6,poor,TEACHER,PROFESSOR,2.3
Science,1350,Duke University,Raphael,,Sagarin,1149238,0,zero,TEACHER,PROFESSOR,N/A
Languages,1350,Duke University,Azusa,,Saito,587789,4,good,TEACHER,PROFESSOR,3.9
Engineering,1350,Duke University,Chelsea,,Salinas,1813208,7,average,TEACHER,PROFESSOR,3.2
Languages,1350,Duke University,Anne-Gaëlle,,Saliot,2081075,0,zero,TEACHER,PROFESSOR,N/A
Economics,1350,Duke University,Richard,,Salsman,2067713,58,good,TEACHER,PROFESSOR,4.2
Languages,1350,Duke University,Lorenzo,,Salvagni,1861314,1,good,TEACHER,PROFESSOR,5.0
Art amp Art History,1350,Duke University,Raquel,,Salvatella,2327321,2,good,TEACHER,PROFESSOR,4.5
Law,1350,Duke University,James,,Salzman,2405139,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1350,Duke University,Gregory,,Samanez-Larkin,2368099,10,good,TEACHER,PROFESSOR,5.0
Medicine,1350,Duke University,Ehsan,,Samei,1840887,1,poor,TEACHER,PROFESSOR,1.0
Political Science,1350,Duke University,Bailey,,Sanders,2211896,1,good,TEACHER,PROFESSOR,5.0
Education,1350,Duke University,Devdutta,,Sangvai,2556851,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1350,Duke University,Sophia,,Santillan,2352924,3,average,TEACHER,PROFESSOR,3.3
Mathematics,1350,Duke University,Leslie,,Saper,903888,23,good,TEACHER,PROFESSOR,4.3
Electrical Engineering,1350,Duke University,Guillermo,,Sapiro,2152989,1,good,TEACHER,PROFESSOR,5.0
Economics,1350,Duke University,Todd,,Sarver,2241724,10,poor,TEACHER,PROFESSOR,1.8
Engineering,1350,Duke University,Ann,,Saterbak,2350986,5,good,TEACHER,PROFESSOR,4.0
Latin American Studies,1350,Duke University,Ildo,,Sauer,2047666,0,zero,TEACHER,PROFESSOR,N/A
Languages,1350,Duke University,Christen,,Savage,1083494,3,average,TEACHER,PROFESSOR,3.3
Languages,1350,Duke University,Andrea,,Scapolo,1864321,10,good,TEACHER,PROFESSOR,4.4
Engineering,1350,Duke University,David,,Schaad,895859,18,good,TEACHER,PROFESSOR,4.2
Classics,1350,Duke University,John,,Schafer,1255046,3,good,TEACHER,PROFESSOR,5.0
Business,1350,Duke University,Jana,,Schaich Borg,2332735,0,zero,TEACHER,PROFESSOR,N/A
Public Policy,1350,Duke University,David,,Schanzer,2253005,5,good,TEACHER,PROFESSOR,5.0
Science,1350,Duke University,Sally,,Schauman,527472,7,good,TEACHER,PROFESSOR,3.7
Biology,1350,Duke University,Dan,,Scheirer,1407987,0,zero,TEACHER,PROFESSOR,N/A
Public Policy,1350,Duke University,Steve,,Schewel,1994245,2,good,TEACHER,PROFESSOR,5.0
Marine Sciences,1350,Duke University,Robert,,Schick,2535403,2,poor,TEACHER,PROFESSOR,1.0
Accounting,1350,Duke University,Katherine,,Schipper,2408179,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1350,Duke University,Nestor,,Schmajuk,145377,13,poor,TEACHER,PROFESSOR,2.3
Philosophy,1350,Duke University,Tad,,Schmaltz,54371,10,good,TEACHER,PROFESSOR,3.9
Biology,1350,Duke University,Amy,,Schmid,1903482,6,good,TEACHER,PROFESSOR,4.3
Statistics,1350,Duke University,Scott,,Schmidler,1805904,20,poor,TEACHER,PROFESSOR,1.4
Anthropology,1350,Duke University,Daniel,,Schmitt,578138,14,good,TEACHER,PROFESSOR,4.2
Anthropology,1350,Duke University,India,A,Schneider-Crease,2077072,0,zero,TEACHER,PROFESSOR,N/A
Physics,1350,Duke University,Kate,,Scholberg,593114,13,average,TEACHER,PROFESSOR,3.3
Writing,1350,Duke University,Eliana,,Schonberg,2247780,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1350,Duke University,Sarah,,Schott,1075633,57,good,TEACHER,PROFESSOR,4.7
Psychology,1350,Duke University,Nicole,,Schramm-Sapyta,1964250,8,good,TEACHER,PROFESSOR,4.8
Political Science,1350,Duke University,Alex,,Schulman,1664467,4,poor,TEACHER,PROFESSOR,2.4
Biology,1350,Duke University,Thomas,F,Schultz,1833086,3,average,TEACHER,PROFESSOR,3.0
Mathematics,1350,Duke University,Fernando,,Schwartz,593878,18,good,TEACHER,PROFESSOR,3.7
Mathematics,1350,Duke University,Scott,,Schwartz,1459620,0,zero,TEACHER,PROFESSOR,N/A
Biology,1350,Duke University,Rochelle,,Schwartz-Bloom,1516046,3,good,TEACHER,PROFESSOR,4.0
Biology,1350,Duke University,Huettel,,Scott,1352709,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1350,Duke University,Guglielmo,,Scovazzi,2115341,5,poor,TEACHER,PROFESSOR,1.7
Languages,1350,Duke University,Filippo,,Screpanti,2257865,1,good,TEACHER,PROFESSOR,5.0
Music,1350,Duke University,Amy,,Scurria,2007834,1,average,TEACHER,PROFESSOR,3.0
Art  Art History,1350,Duke University,William,,Seaman,2078134,4,good,TEACHER,PROFESSOR,4.8
Chemistry,1350,Duke University,Holly,,Sebahar,554142,18,good,TEACHER,PROFESSOR,4.6
Anthropology,1350,Duke University,Matthew,,Sebastian,2486619,1,good,TEACHER,PROFESSOR,4.0
History,1350,Duke University,Rachel,,Seidman,1271153,3,good,TEACHER,PROFESSOR,5.0
Psychology,1350,Duke University,Paul,,Seli,2551177,2,good,TEACHER,PROFESSOR,5.0
Psychology,1350,Duke University,Matt,,Serra,510073,17,good,TEACHER,PROFESSOR,4.2
Languages,1350,Duke University,Karen,,Serwer,211661,2,good,TEACHER,PROFESSOR,5.0
Business,1350,Duke University,Sergi,,Severinov,423146,0,zero,TEACHER,PROFESSOR,N/A
East Asian Studies,1350,Duke University,Sherif,,Shabaka,1949298,3,good,TEACHER,PROFESSOR,4.8
Psychology,1350,Duke University,James,,Shah,1206019,21,average,TEACHER,PROFESSOR,3.0
Writing,1350,Duke University,Ami,,Shah,1281074,14,average,TEACHER,PROFESSOR,3.4
Religion,1350,Duke University,Purnima,,Shah,1491012,3,good,TEACHER,PROFESSOR,4.3
Physical Education,1350,Duke University,Seth,,Shamp,2332691,1,good,TEACHER,PROFESSOR,5.0
Sociology,1350,Duke University,Suzanne,,Shanahan,129990,16,good,TEACHER,PROFESSOR,4.5
History,1350,Duke University,Karin,,Shapiro,1189093,24,good,TEACHER,PROFESSOR,4.7
Mathematics,1350,Duke University,Shahed,,Sharif,1055287,9,average,TEACHER,PROFESSOR,3.3
Art  Art History,1350,Duke University,Mary,,Sharp,2073877,1,good,TEACHER,PROFESSOR,4.5
Graphic Arts,1350,Duke University,Merrill,,Shatzman,934240,6,good,TEACHER,PROFESSOR,4.0
History,1350,Duke University,Joseph,,Shatzmiller,1268352,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1350,Duke University,Edward,,Shaughnessy,951746,3,average,TEACHER,PROFESSOR,3.3
Biology,1350,Duke University,Jonathan,,Shaw,548827,18,good,TEACHER,PROFESSOR,3.5
Chemistry,1350,Duke University,Barbara,,Shaw,979006,4,poor,TEACHER,PROFESSOR,1.6
Medicine,1350,Duke University,Leslie,,Shaw,1186240,0,zero,TEACHER,PROFESSOR,N/A
Classics,1350,Duke University,Timothy,,Shea,1966796,1,poor,TEACHER,PROFESSOR,1.0
Health Sciences,1350,Duke University,Reed,,Shelby,1200807,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1350,Duke University,Rebecca,,Shelby,1254720,13,good,TEACHER,PROFESSOR,4.3
Psychology,1350,Duke University,Steven,,Shepherd,1899621,3,good,TEACHER,PROFESSOR,5.0
Business,1350,Duke University,Blair,,Sheppard,1648495,0,zero,TEACHER,PROFESSOR,N/A
Biology,1350,Duke University,David,,Sherwood,1481489,7,good,TEACHER,PROFESSOR,4.5
Biology,1350,Duke University,Nina,,Sherwood,1792327,8,average,TEACHER,PROFESSOR,3.1
Political Science,1350,Duke University,Tianjian,,Shi,972785,6,good,TEACHER,PROFESSOR,4.1
Science,1350,Duke University,Drew,,Shindell,2110827,4,good,TEACHER,PROFESSOR,4.8
Nursing,1350,Duke University,Nancy,,Short,1459367,6,good,TEACHER,PROFESSOR,4.2
English,1350,Duke University,Cathy,,Shuman,913084,18,good,TEACHER,PROFESSOR,4.3
Writing,1350,Duke University,Stef,,Shuster,2075053,3,average,TEACHER,PROFESSOR,3.3
Economics,1350,Duke University,Modibo,,Sidibe,2459752,1,poor,TEACHER,PROFESSOR,1.0
Spanish,1350,Duke University,Stephanie,,Sieburth,1349442,9,average,TEACHER,PROFESSOR,2.6
Biology,1350,Duke University,James,,Siedow,2023942,2,average,TEACHER,PROFESSOR,2.5
Political Science,1350,Duke University,Neil,,Siegel,2064615,5,good,TEACHER,PROFESSOR,4.4
Political Science,1350,Duke University,Joel,,Sievert,2095583,0,zero,TEACHER,PROFESSOR,N/A
History,1350,Duke University,Peter,,Sigal,2166871,0,zero,TEACHER,PROFESSOR,N/A
History,1350,Duke University,Pete,,Sigal,744500,10,good,TEACHER,PROFESSOR,4.8
Education,1350,Duke University,Kathy,,Sikes,1779173,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1350,Duke University,Kathleen,,Sikkema,1601849,2,good,TEACHER,PROFESSOR,4.5
Law,1350,Duke University,Scott,L,Silliman,1841618,0,zero,TEACHER,PROFESSOR,N/A
Biology,1350,Duke University,Brian,,Silliman,2356219,1,good,TEACHER,PROFESSOR,5.0
